,circulating_supply,id,last_updated,market_cap_BTC,market_cap_USD,max_supply,name,price_BTC,rank,symbol,total_supply,volume_24hour_BTC,volume_24hour_USD,website_slug
344,197269666.0,2624.0,1527678278.0,2793.0,20977656.0,,Sentinel Chain,1.41572e-05,336.0,SENC,500000000.0,506.8482755499,3807130.0,sentinel-chain
345,32025998.0,2176.0,1527678269.0,2764.0,20760085.0,,Decision Token,8.62992e-05,337.0,HST,48240070.0,16.9675878467,127450.0,decision-token
346,70694809.0,2390.0,1527678272.0,2753.0,20677737.0,,Bankex,3.894e-05,338.0,BKX,400000000.0,126.494598862,950149.0,bankex
347,375000000.0,1950.0,1527678262.0,2749.0,20650650.0,,Hive Project,7.3313e-06,339.0,HVN,500000000.0,3.0916689077,23222.7,hive-project
348,101907520.0,2423.0,1527678274.0,2747.0,20637088.0,,Aurora DAO,2.69602e-05,340.0,AURA,1000000000.0,16.6300999284,124915.0,aurora-dao
349,341834575.0,2493.0,1527678275.0,2738.0,20566580.0,,STK,8.0099e-06,341.0,STK,500000000.0,133.3669711824,1001770.0,stk
350,10903834484.0,2001.0,1527678263.0,2721.0,20437057.0,,ColossusXT,2.495e-07,342.0,COLX,10963367864.0,9.171989701,68894.3,colossusxt
351,15192874.0,1881.0,1527678261.0,2719.0,20423325.0,25000000.0,DeepOnion,0.0001789645,343.0,ONION,20311201.0,9.1615255785,68815.7,deeponion
352,43101738.0,1861.0,1527678261.0,2710.0,20358071.0,,Stox,6.28814e-05,344.0,STX,58011982.0,214.6729362647,1612490.0,stox
353,118810622.0,1989.0,1527678264.0,2704.0,20311626.0,200000000.0,COSS,2.27599e-05,345.0,COSS,200000000.0,18.7250545173,140651.0,coss
354,1153170765.0,2047.0,1527678264.0,2702.0,20297535.0,,Zeusshield,2.3433e-06,346.0,ZSC,5642500000.0,57.520189366,432056.0,zeusshield
355,619267130.0,2657.0,1527678279.0,2692.0,20222973.0,,BrahmaOS,4.3476e-06,347.0,BRM,3000000000.0,2.8344458675,21290.6,brahmaos
356,141272371.0,2149.0,1527678268.0,2689.0,20195451.0,,Unikoin Gold,1.90317e-05,348.0,UKG,1000000000.0,152.5924663644,1146180.0,unikoin-gold
357,401228511.0,2472.0,1527678274.0,2689.0,20195195.0,,Fortuna,6.701e-06,349.0,FOTA,1000000000.0,123.9113185593,930745.0,fortuna
358,3385695.0,2604.0,1527678277.0,2632.0,19767349.0,21000000.0,Bitcoin Green,0.0007772859,350.0,BITG,3385695.0,14.9543758936,112328.0,bitcoin-green
359,85558371.0,1403.0,1527678254.0,2625.0,19720862.0,,FirstBlood,3.06862e-05,351.0,1ST,93468691.0,557.6671663529,4188850.0,firstblood
360,325000000.0,1729.0,1527678258.0,2592.0,19467175.0,,Cofound.it,7.9744e-06,352.0,CFI,500000000.0,38.1909848789,286867.0,cofound-it
361,142215728.0,2337.0,1527678271.0,2578.0,19367507.0,,Lamden,1.81304e-05,353.0,TAU,288090567.0,17.5621523608,131916.0,lamden
362,35778844.0,1845.0,1527678261.0,2576.0,19349163.0,,iXledger,7.19973e-05,354.0,IXT,65778844.0,65.0001730707,488241.0,ixledger
363,220038179.0,122.0,1527678245.0,2573.0,19325975.0,420000000.0,PotCoin,1.16929e-05,355.0,POT,220038179.0,32.481914109,243984.0,potcoin
364,119719134.0,1786.0,1527678260.0,2541.0,19087061.0,,SunContract,2.12254e-05,356.0,SNC,122707503.0,409.1232236952,3073080.0,suncontract
365,140000000.0,1847.0,1527678266.0,2531.0,19009480.0,,Mothership,1.80768e-05,357.0,MSP,200000000.0,13.6514195794,102541.0,mothership
366,131116542.0,2758.0,1527678281.0,2530.0,19003638.0,,Unibright,1.92957e-05,358.0,UBT,150000000.0,42.0338206828,315732.0,unibright
367,514991707.0,2410.0,1527678274.0,2523.0,18954373.0,,SpaceChain,4.8999e-06,359.0,SPC,1000000000.0,1.8470640548,13874.0,spacechain
368,549891703.0,1963.0,1527678262.0,2519.0,18923478.0,,Credo,4.5815e-06,360.0,CREDO,1374729257.0,0.2569221634,1929.84,credo
369,19241913.0,1681.0,1527678257.0,2513.0,18876452.0,6000000000.0,PRIZM,0.0001306028,361.0,PZM,19241913.0,2.5233445785,18953.8,prizm
370,568842039.0,2389.0,1527678272.0,2509.0,18845452.0,,ugChain,4.4106e-06,362.0,UGC,1000000000.0,98.726731972,741574.0,ugchain
371,430000000.0,1636.0,1527678257.0,2498.0,18762921.0,650000000.0,XTRABYTES,5.8091e-06,363.0,XBY,650000000.0,3.5741235299,26846.6,xtrabytes
372,198240350.0,2687.0,1527678280.0,2435.0,18289575.0,,Proxeus,1.22826e-05,364.0,XES,300000000.0,48.2509206031,362431.0,proxeus
373,1750000000.0,2341.0,1527678271.0,2402.0,18039700.0,,SwftCoin,1.3724e-06,365.0,SWFTC,10000000000.0,2367.4078531508,17782500.0,swftcoin
374,600000000.0,1775.0,1527678259.0,2400.0,18029220.0,1000000000.0,adToken,4.0004e-06,366.0,ADT,1000000000.0,15.5433488919,116752.0,adtoken
375,16500000.0,2034.0,1527678265.0,2395.0,17992095.0,,Everex,0.0001451704,367.0,EVX,25000000.0,135.5583128533,1018230.0,everex
376,314321796.0,1454.0,1527678254.0,2373.0,17827326.0,,Lykke,7.5508e-06,368.0,LKK,1285690000.0,1.8030641507,13543.5,lykke
377,701884009.0,1405.0,1527678252.0,2347.0,17629572.0,,Pepe Cash,3.3439e-06,369.0,PEPECASH,701884009.0,6.7100719175,50401.9,pepe-cash
378,664133288.0,2215.0,1527678268.0,2340.0,17578745.0,,Energo,3.5238e-06,370.0,TSL,1000000000.0,155.6425051056,1169090.0,energo
379,100728564.0,1125.0,1527678249.0,2337.0,17554068.0,,Synereo,2.32009e-05,371.0,AMP,622410799.0,16.5426326454,124258.0,synereo
380,33378282.0,2726.0,1527678280.0,2336.0,17550034.0,,DAOstack,6.99994e-05,372.0,GEN,60000000.0,19.4624689471,146190.0,daostack
381,100000000.0,1590.0,1527678256.0,2309.0,17341000.0,,Mercury,2.30863e-05,373.0,MER,100000000.0,149.3493871965,1121820.0,mercury
382,2531394000.0,819.0,1527678246.0,2299.0,17266866.0,50000000000.0,Bean Cash,9.081e-07,374.0,BITB,2531394000.0,17.3894810275,130619.0,bean-cash
383,49562749.0,2275.0,1527678269.0,2293.0,17221965.0,,ProChain,4.62602e-05,375.0,PRA,100000000.0,1664.1416091317,12500000.0,prochain
384,20978300.0,1473.0,1527678253.0,2230.0,16750585.0,,Pascal Coin,0.0001063016,376.0,PASC,20978300.0,4.565552535,34293.6,pascal-coin
385,18600310.0,720.0,1527678246.0,2222.0,16689258.0,42000000.0,Crown,0.000119453,377.0,CRW,18600310.0,3.9591925851,29739.0,crown
386,3644217469.0,2634.0,1527678278.0,2206.0,16571204.0,,XinFin Network,6.054e-07,378.0,XDCE,15000000000.0,62.9848310164,473103.0,xinfin-network
387,443330796.0,2357.0,1527678272.0,2192.0,16466370.0,,AI Doctor,4.9448e-06,379.0,AIDOC,777775241.0,292.1007857411,2194080.0,aidoc
388,1634577.0,977.0,1527678247.0,2191.0,16459534.0,9999999.0,Hexx,0.0013405792,380.0,HXX,1634577.0,20.2548666157,152142.0,hexx
389,217471923.0,1947.0,1527678263.0,2175.0,16338818.0,,Monetha,1.00022e-05,381.0,MTH,402400000.0,64.5653661511,484975.0,monetha
390,3969565.0,1784.0,1527678260.0,2156.0,16191419.0,,Polybius,0.000543028,382.0,PLBT,3969565.0,1.7902302906,13447.1,polybius
391,18030600.0,2387.0,1527678273.0,2147.0,16125198.0,21000000.0,Bitcoin Atom,0.0001190625,383.0,BCA,21000000.0,2.4928042517,18724.4,bitcoin-atom
392,101743211.0,1022.0,1527678248.0,2146.0,16117040.0,1000000000.0,LEOcoin,2.10892e-05,384.0,LEO,110100629.0,177.7995521462,1335520.0,leocoin
393,710113.0,1556.0,1527678255.0,2140.0,16075605.0,,Chronobank,0.0030138403,385.0,TIME,710113.0,165.773799222,1245190.0,chronobank
394,415000000.0,2533.0,1527678276.0,2131.0,16008750.0,500000000.0,Restart Energy MWAT,5.1356e-06,386.0,MWAT,470000000.0,17.6761127782,132772.0,restart-energy-mwat
395,43915133.0,2199.0,1527678269.0,2125.0,15962755.0,57879300.0,ALQO,4.8392e-05,387.0,ALQO,44015134.0,5.7741853028,43372.1,alqo
396,79583168.0,2535.0,1527678276.0,2123.0,15949820.0,100000000.0,DADI,2.66818e-05,388.0,DADI,100000000.0,242.8342062311,1824020.0,dadi
397,76869755.0,170.0,1527678243.0,2105.0,15809418.0,,BlackCoin,2.73805e-05,389.0,BLK,76869755.0,35.4862888045,266551.0,blackcoin
398,50216064.0,2503.0,1527678275.0,2104.0,15804803.0,,DMarket,4.19012e-05,390.0,DMT,56921773.0,20.5082155343,154045.0,dmarket
399,75000000.0,1616.0,1527678256.0,2097.0,15751125.0,,Matchpool,2.79596e-05,391.0,GUP,98855150.0,109.6538851716,823652.0,guppy
400,481730692.0,2144.0,1527678267.0,2097.0,15750426.0,660000000.0,SHIELD,4.3528e-06,392.0,XSH,481730692.0,2.9769097023,22360.7,shield-xsh
401,404100000.0,2484.0,1527678275.0,2088.0,15683646.0,,Hi Mutual Society,5.167e-06,393.0,HMC,1000000000.0,112.1989567829,842769.0,hi-mutual-society
402,11579708.0,406.0,1527678246.0,2083.0,15647659.0,18450000.0,Boolberry,0.0001799004,394.0,BBR,11579708.0,0.4790477915,3598.31,boolberry
403,3112674081.0,1917.0,1527678263.0,2057.0,15448575.0,,bitqy,6.607e-07,395.0,BQ,10000000000.0,1.2929435071,9711.79,bitqy
404,13000000.0,2153.0,1527678268.0,2048.0,15379910.0,,Aeron,0.0001575037,396.0,ARN,20000000.0,3612.8248071593,27137300.0,aeron
405,230478760.0,416.0,1527678245.0,2047.0,15376206.0,,HempCoin,8.8818e-06,397.0,THC,230478760.0,7.2249307051,54269.2,hempcoin
406,141970572.0,2597.0,1527678278.0,2044.0,15350284.0,,UpToken,1.43946e-05,398.0,UP,184638000.0,25.6417595701,192605.0,uptoken
407,21159364.0,1976.0,1527678264.0,2031.0,15254018.0,,Blackmoon,9.59758e-05,399.0,BMC,60000000.0,88.2580830686,662940.0,blackmoon
408,40000000.0,1873.0,1527678262.0,2030.0,15250280.0,,Blocktix,5.07573e-05,400.0,TIX,62500000.0,335.490948401,2520000.0,blocktix
409,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,
412,85978873.0,1949.0,1527678262.0,2029.0,15241647.0,,Agrello,2.36005e-05,401.0,DLT,130271020.0,43.213231124,324591.0,agrello-delta
413,18984246847200.0,1106.0,1527678249.0,2026.0,15221114.0,18984246847200.0,StrongHands,1e-10,402.0,SHND,18984246847200.0,29.9424340135,224909.0,stronghands
414,16741876.0,495.0,1527678245.0,1985.0,14910265.0,,I/O Coin,0.0001185664,403.0,IOC,16741876.0,6.0007481981,45073.9,iocoin
415,189647051.0,2582.0,1527678277.0,1962.0,14734305.0,,LALA World,1.03434e-05,404.0,LALA,250000000.0,69.5865473455,522691.0,lala-world
416,437616887.0,2248.0,1527678269.0,1959.0,14717100.0,,Cappasity,4.4772e-06,405.0,CAPP,543186326.0,78.4415114133,589204.0,cappasity
417,1782809241.0,2378.0,1527678273.0,1947.0,14623457.0,,Karma,1.092e-06,406.0,KRM,3000000000.0,1.3380896719,10050.9,karma
418,32942427.0,1391.0,1527678252.0,1945.0,14608714.0,,Tao,5.90387e-05,407.0,XTO,32942427.0,0.1249327021,938.417,tao
419,390312753.0,833.0,1527678247.0,1937.0,14552460.0,,GridCoin,4.9637e-06,408.0,GRC,390312753.0,5.4845847234,41196.8,gridcoin
420,147586172.0,2477.0,1527678275.0,1927.0,14473097.0,,Nework,1.30556e-05,409.0,NKC,1000000000.0,346.5874446507,2603350.0,nework
421,51990933.0,2465.0,1527678275.0,1921.0,14431019.0,,Blockport,3.6953e-05,410.0,BPT,69434800.0,17.8294800689,133924.0,blockport
422,13254600.0,623.0,1527678245.0,1919.0,14416101.0,,bitUSD,0.0001447976,411.0,BITUSD,13254600.0,98.9467980584,743227.0,bitusd
423,561060.0,83.0,1527678242.0,1918.0,14406390.0,,Omni,0.0034184264,412.0,OMNI,617376.0,2.8442842727,21364.5,omni
424,24670748.0,2763.0,1527678281.0,1908.0,14327981.0,,Morpheus Network,7.73184e-05,413.0,MORPH,100000000.0,73.2742851513,550391.0,morpheus-network
425,144153956.0,64.0,1527678241.0,1878.0,14107814.0,160000000.0,FlorinCoin,1.30291e-05,414.0,FLO,144153956.0,18.6538292564,140116.0,florincoin
426,17029321.0,1998.0,1527678264.0,1873.0,14065725.0,,Ormeus Coin,0.0001099626,415.0,ORME,200000000.0,212.2193258762,1594060.0,ormeus-coin
427,46016602.0,1475.0,1527678255.0,1869.0,14036904.0,,Incent,4.06104e-05,416.0,INCNT,46016625.0,2.296755057,17251.8,incent
428,238322678.0,2400.0,1527678273.0,1868.0,14034823.0,,OneRoot Network,7.8401e-06,417.0,RNT,400000000.0,10.2398893412,76915.7,oneroot-network
429,17500000.0,2342.0,1527678272.0,1867.0,14020213.0,,Covesting,0.0001066588,418.0,COV,20000000.0,16.5752498209,124503.0,covesting
430,2799420.0,77.0,1527678245.0,1857.0,13949256.0,4380000.0,Diamond,0.0006633814,419.0,DMD,2799420.0,1.8913435347,14206.6,diamond
431,2102485837.0,2312.0,1527678271.0,1845.0,13859145.0,9000000000.0,DIMCOIN,8.776e-07,420.0,DIM,8986417068.0,7.567277917,56840.7,dimcoin
432,1917808301.0,2398.0,1527678273.0,1842.0,13837601.0,,Selfkey,9.606e-07,421.0,KEY,5999999954.0,14.6192843392,109811.0,selfkey
433,10238196.0,2009.0,1527678264.0,1832.0,13760544.0,109999978.0,Bismuth,0.0001789338,422.0,BIS,10753042.0,10.1833351528,76490.9,bismuth
434,19628888.0,1954.0,1527678263.0,1830.0,13742911.0,,Moeda Loyalty Points,9.32102e-05,423.0,MDA,19628888.0,70.4741339141,529358.0,moeda-loyalty-points
435,283282765.0,2699.0,1527678280.0,1827.0,13720801.0,500000000.0,Sharder,6.4482e-06,424.0,SS,350000000.0,71.7860100275,539212.0,sharder
436,295306457.0,2348.0,1527678271.0,1818.0,13658308.0,,Measurable Data Token,6.1575e-06,425.0,MDT,1000000000.0,38.5312685552,289423.0,measurable-data-token
437,3786964606.0,1107.0,1527678249.0,1817.0,13651401.0,100000000000.0,PACcoin,4.799e-07,426.0,$PAC,4346946680.0,9.6503971308,72487.8,paccoin
438,109660754.0,2526.0,1527678276.0,1814.0,13622278.0,,Envion,1.65378e-05,427.0,EVN,127425494.0,2.2554976582,16941.9,envion
439,2435051.0,2649.0,1527678279.0,1806.0,13565303.0,88000000.0,DeviantCoin,0.0007416547,428.0,DEV,6280920.0,36.8165370411,276543.0,deviantcoin
440,25009250.0,1853.0,1527678261.0,1802.0,13531855.0,,OAX,7.20339e-05,429.0,OAX,100000000.0,53.4884402067,401772.0,oax
441,36323057.0,2684.0,1527678280.0,1790.0,13443999.0,,Aphelion,4.9275e-05,430.0,APH,70188440.0,48.7451040954,366143.0,aphelion
442,170657181.0,2579.0,1527678278.0,1781.0,13377680.0,,ShipChain,1.04361e-05,431.0,SHIP,500000000.0,18.3807769012,138065.0,shipchain
443,5583562626.0,2450.0,1527678274.0,1779.0,13360516.0,,carVertical,3.186e-07,432.0,CV,9931143978.0,10.2808804774,77223.6,carvertical
444,132302833.0,706.0,1527678248.0,1775.0,13333744.0,4000000000.0,MonetaryUnit,1.34172e-05,433.0,MUE,132302833.0,13.8712194031,104192.0,monetaryunit
445,184861688.0,916.0,1527678247.0,1773.0,13318859.0,,MedicCoin,9.5918e-06,434.0,MEDIC,184862125.0,2.2587194364,16966.1,mediccoin
446,535067071.0,2407.0,1527678273.0,1769.0,13287321.0,,AICHAIN,3.3061e-06,435.0,AIT,2100000000.0,219.3604903493,1647700.0,aichain
447,3000031207.0,2698.0,1527678279.0,1768.0,13279668.0,,Hydrogen,5.893e-07,436.0,HYDRO,11111111111.0,29.0254254212,218021.0,hydrogen
448,278116723.0,2569.0,1527678277.0,1756.0,13192856.0,,CoinPoker,6.3153e-06,437.0,CHP,354786435.0,30.3171987038,227724.0,coinpoker
449,372810007.0,2391.0,1527678272.0,1753.0,13165599.0,,EchoLink,4.7015e-06,438.0,EKO,500000000.0,98.2113805985,737703.0,echolink
450,4660285460.0,2015.0,1527678264.0,1750.0,13141772.0,,ATMChain,3.754e-07,439.0,ATM,10000000000.0,11.9945868802,90095.9,attention-token-of-media
451,1349328.0,1732.0,1527678260.0,1746.0,13116144.0,21000000.0,Numeraire,0.0012941031,440.0,NMR,2349328.0,22.2397215958,167051.0,numeraire
452,10000000.0,2273.0,1527678269.0,1742.0,13086000.0,,Uquid Coin,0.0001742157,441.0,UQC,40000000.0,262.9556752554,1975160.0,uquid-coin
453,3489904.0,1154.0,1527678250.0,1739.0,13062432.0,,Radium,0.0004982999,442.0,RADS,3489904.0,71.6136049567,537917.0,radium
454,224194482517.0,89.0,1527678242.0,1706.0,12815943.0,,Mooncoin,7.6e-09,443.0,MOON,224194482517.0,4.2321251221,31789.1,mooncoin
